datadate,단가(원),거래량,거래대금(원),경매건수,도매시장코드,도매법인코드,산지코드 ,해당일자_전체평균가격(원),해당일자_전체거래물량(kg),하위가격 평균가(원),상위가격 평균가(원),하위가격 거래물량(kg),상위가격 거래물량(kg),일자별_도매가격_최대(원),일자별_도매가격_평균(원),일자별_도매가격_최소(원),일자별_소매가격_최대(원),일자별_소매가격_평균(원),일자별_소매가격_최소(원),수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러),주산지_0_초기온도(℃),주산지_0_최대온도(℃),주산지_0_최저온도(℃),주산지_0_평균온도(℃),주산지_0_강수량(ml),주산지_0_습도(%),주산지_1_초기온도(℃),주산지_1_최대온도(℃),주산지_1_최저온도(℃),주산지_1_평균온도(℃),주산지_1_강수량(ml),주산지_1_습도(%),주산지_2_초기온도(℃),주산지_2_최대온도(℃),주산지_2_최저온도(℃),주산지_2_평균온도(℃),주산지_2_강수량(ml),주산지_2_습도(%),일자구분_중순,일자구분_초순,일자구분_하순,월구분_10월,월구분_11월,월구분_12월,월구분_1월,월구분_2월,월구분_3월,월구분_4월,월구분_5월,월구분_6월,월구분_7월,월구분_8월,월구분_9월
20150404,2652.65,918,2436033.6,6,210009,21000902,600,2526.478755,24079,2323.402937,2813.123781,14094,9985,57000,54600,52000,12900,10118.06452,7500,67,170,1538120,3216480,-3216310,9.9,21,6.7,13.9,0,24.9,10,20.6,7.8,14.5,0, ,6.2,18.3,-2,10,0,33.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20150405,3063.06,34,103896,1,220001,22000105,903,2589.355304,12458,2371.091246,2908.894577,7402,5056,57000,54600,52000,12900,10118.06452,7500,67,170,1538120,3216480,-3216310,14.6,22.7,11.6,16.1,0,34.2,14.8,20.8,6,13.4,0, ,10.9,18.9,3.5,11.3,0,36.4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20150406,2672.67,54,144144,3,350101,35010102,561,2428.121619,7444,2311.503215,2745.339997,5443,2001,,,,,,,67,170,1538120,3216480,-3216310,11.6,20.5,9.2,14.2,0,48.6,6.2,16.8,2.5,10.6,0, ,5.2,19.4,-1.1,11.6,0,43.1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20150407,,,,,,,,,,,,,,,,,,,,67,170,1538120,3216480,-3216310,11.8,14.7,10.7,12.6,0,71.3,11.5,14.2,9.2,11.6,2, ,11.6,19.3,5.1,11.7,0,59.7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20150408,2782.78,72,200200,2,370101,37010102,800,2577.900277,18888,2242.013285,2803.052682,7580,11308,57000,54600,52000,12900,10118.06452,7500,67,170,1538120,3216480,-3216310,10.7,21.2,8.3,12.4,0,55.5,9.4,15.7,4.2,9.4,2, ,5.3,19.4,1,8.9,0,56.7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20150409,3003,420,1258740,8,330101,33010102,800,2049.93704,30877,1027.470757,2553.067133,10183,20694,57000,54600,52000,12900,10101.93548,7000,67,170,1538120,3216480,-3216310,9.9,14.8,5.8,9.8,8,62.3,5,13.4,1.1,7.4,9.6, ,4.5,13.7,1,6.1,8.1,63.4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20150410,2887.11,72,208208,2,220001,22000101,800,2430.298561,28202,2301.387853,2695.783577,18984,9218,57000,54600,52000,12900,10101.93548,7000,67,170,1538120,3216480,-3216310,7.4,9.6,6.9,8.5,17,87.5,3.9,8.7,3.3,6.6,26.6, ,1.1,8.7,1,5.2,9.8,83.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20150411,2047.95,1530,3138858,5,220001,22000106,800,2516.446375,13177,2344.889044,2819.408554,8413,4764,57000,54600,52000,10000,9115.862069,7000,67,170,1538120,3216480,-3216310,7.9,12.7,5.4,9.6,18.6,67.9,5.6,12.4,2.3,7.9,33, ,4.8,13.7,1,6.7,10.5,75.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20150412,2647.35,17,44955,1,311201,31120103,130,2660.214114,7739,2481.42592,3126.781252,5595,2144,57000,54600,52000,10000,9115.862069,7000,67,170,1538120,3216480,-3216310,9.3,16.8,7.5,12.1,0,61.4,8.1,15.1,5.2,10.1,0, ,5.4,15.9,3,8.7,0,69.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20150413,2562.56,36,91908,2,320201,32020101,220,2435.506078,3464,1580.368358,2930.503756,1270,2194,,,,,,,67,170,1538120,3216480,-3216310,10.5,20.5,7.6,14.4,0,45.7,6.5,17.9,3.8,11.5,0, ,4.3,18.3,1,10,0,55.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20150414,,,,,,,,,,,,,,,,,,,,67,170,1538120,3216480,-3216310,13.7,17.6,11,14.2,0,43,10.1,16.1,7.7,13,0, ,5.1,14.6,3.4,9,0,57.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20150415,2822.82,867,2450448,6,240001,24000101,800,2485.576718,20150,2192.231853,2798.540093,10401,9749,57000,54200,52000,10000,9081.37931,7000,67,170,1538120,3216480,-3216310,11,19.1,6.8,13.2,0,43,7.9,15.9,2.5,10.7,0, ,6.2,20.4,-1.4,11.5,0,47.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20150416,5474.52,54,295336.368,40,311201,31120103,471,2472.757858,13094,2214.801106,2703.117676,6177,6917,53000,51200,50000,10000,9081.37931,7000,67,170,1538120,3216480,-3216310,14.6,26,11.6,18.6,0,26.7,8.5,24.8,8,16.5,0, ,6.4,22.7,1,13.2,0,42.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20150417,2882.88,17,48951,1,220001,22000105,702,2108.385118,32364,1807.213246,2553.090693,19296,13068,53000,51200,50000,10000,9081.37931,7000,67,170,1538120,3216480,-3216310,17.8,25.6,14.2,19.4,0,31.7,9.9,23.4,8.3,15.5,0, ,8.4,24.6,5.7,14.5,0,39.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20150418,2782.78,1386,3853850,20,340101,34010101,800,2609.627841,20520,2485.791421,2870.343985,13912,6608,53000,51200,50000,10000,9223.333333,7000,67,170,1538120,3216480,-3216310,17.4,27,15,20.4,0,44.7,13.4,25.1,10.2,18.8,0, ,8.2,23,3.9,14.2,0,57.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20150419,2562.56,486,1243242,1,110001,11000103,800,2432.055429,15556,1890.711106,2752.739183,5787,9769,53000,51200,50000,10000,9223.333333,7000,67,170,1538120,3216480,-3216310,19.6,19.7,9.6,12.7,0,67.9,13.2,15.6,3.7,10.5,0, ,14.2,14.4,3.1,9.5,0,66,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20150420,2777.22,54,150150,1,370101,37010101,800,2512.876488,3183,1051.220062,2886.507006,648,2535,,,,,,,67,170,1538120,3216480,-3216310,9.6,20.7,7.5,14.5,0,65.5,3.9,16.2,1.4,10.1,0, ,3.3,22.9,1,13.2,0,64.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20150421,,,,,,,,,,,,,,,,,,,,67,170,1538120,3216480,-3216310,16.4,23.7,14.4,17.4,0,72.1,11.4,19.5,10.8,15.2,0, ,11,21.7,9.4,14.8,0,71.4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20150422,2607.39,486,1267731,1,210009,21000903,135,2492.086578,18455,1851.67087,2774.948105,5654,12801,53000,50600,50000,10000,9256.666667,7000,67,170,1538120,3216480,-3216310,14.4,17.9,12.5,14.9,0,85.8,10.8,17.1,9.8,13.4,0, ,9.6,22.6,6.7,14.1,0,71.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20150423,3316.68,100,332332,3,310101,31010103,990,2630.257102,25140,2418.650024,2781.108424,10463,14677,53000,50600,50000,10000,9256.666667,7000,67,170,1538120,3216480,-3216310,12.9,22.1,11.2,16.1,1,76.4,9.7,19.3,8.5,14.6,0, ,8.7,24.8,7.3,15.4,3.1,71.9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20150424,2782.78,126,350350,3,370101,37010101,800,2674.971501,12112,2390.928047,2992.174869,6390,5722,53000,50600,50000,10000,9256.666667,7000,67,170,1538120,3216480,-3216310,15.4,20.4,14.9,16.9,6.6,93.7,15,20.9,14,16.5,9.1, ,14.1,21.4,13.9,16.7,8.4,88.4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20150425,2817.18,918,2589408,25,250001,25000102,800,2597.814546,17352,2423.296438,2863.511323,10473,6879,53000,50600,50000,12900,9562.333333,7000,67,170,1538120,3216480,-3216310,15.6,15.6,10.6,13.5,7.1,79,14.4,14.9,9.4,12.5,10.5, ,15.9,17,8.6,12.7,1.4,68.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20150426,2627.37,3762,9886104,4,110001,11000102,800,2628.253936,9144,2534.162691,2942.114492,7035,2109,53000,50600,50000,12900,9545.666667,7000,67,170,1538120,3216480,-3216310,10.6,12,8.2,10.1,3.5,92.5,9.5,10.5,7.6,9.1,14.7, ,8.6,10.6,6.8,8.5,4.5,82,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20150427,2877.12,17,48951,1,220001,22000105,702,2631.347879,7571,2317.871196,2996.547766,4074,3497,,,,,,,67,170,1538120,3216480,-3216310,8.2,15.6,6.9,11.7,6.3,64.8,8,15,4.9,10.3,23, ,7,17.4,2.1,9.1,5.5,70.2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20150428,,,,,,,,,,,,,,,,,,,,67,170,1538120,3216480,-3216310,11.3,18.9,10.3,13.5,0,60.6,7.8,16.5,7.6,11.7,0, ,6.5,15.5,5.6,9.5,0,73.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20150429,2892.89,72,207792,2,320201,32020102,760,2678.127572,7785,2421.402058,2955.075789,4040,3745,55000,51000,50000,12900,9508.709677,7000,67,170,1538120,3216480,-3216310,11.2,13.4,9.5,11.7,28.8,87.1,8.4,15,6.6,10.9,13.1, ,5.8,14.7,4.3,9,18.3,89,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20150430,2862.86,36,102897,1,320201,32020102,138,2378.794653,46829,2206.496279,2674.374538,29584,17245,55000,51000,50000,12900,9528.064516,7000,67,170,1538120,3216480,-3216310,12.4,17.6,12.4,14.4,45.9,89,11.6,16.6,11.4,14,18.5, ,10.8,19.8,10,13.6,25,84.3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20150501,760.76,21,15864.12,2,350402,35040202,500,2582.666094,13411,2355.090278,2771.805087,6087,7324,,,,,,,51,2261,1591654,3249363,-3247102,14.2,24.8,13,18,0,67.3,14.1,19,12,15.2,0, ,11.1,23,9.3,15,0,71.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20150502,3876.12,16,62062,1,320301,32030101,138,2687.778965,17586,2523.843422,2925.987438,10417,7169,55000,51800,50000,10000,9431.290323,7000,51,2261,1591654,3249363,-3247102,15.8,26.2,13.1,19.1,0,53.7,12.7,19.1,10.8,15,0, ,9.5,23.7,7.5,14.8,0,64,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20150503,2937.06,340,999000,1,250001,25000101,800,2727.765929,11372,2602.583801,2947.60832,7246,4126,55000,51800,50000,10000,9399.032258,7000,51,2261,1591654,3249363,-3247102,17.6,19.9,14.4,17.3,0,62.7,11.9,19.3,8.7,14.8,0, ,8.6,27.2,4,14.7,0,60.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20150504,3333.33,75,249750,3,330101,33010102,800,1651.968288,18635,881.4705882,2765.999349,11016,7619,,,,,,,51,2261,1591654,3249363,-3247102,14.4,20.2,13.3,17,0,76.7,10.9,20,7.8,14.6,0, ,9.9,28.3,6.1,16.3,0,61.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20150505,,,,,,,,,,,,,,,,,,,,51,2261,1591654,3249363,-3247102,15.8,29.6,14.6,22.3,0,45,15.5,25.4,10.4,18.4,0, ,12,27.6,8.8,17.5,0,54.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20150506,2942.94,51,150150,1,371501,37150101,903,2622.965387,14101,2426.626765,2872.451388,7891,6210,,,,,,,51,2261,1591654,3249363,-3247102,21.6,21.6,11.5,15.3,0,59.7,20.1,22.3,6.2,13.2,0, ,11.1,16.4,4.6,10.4,0,67.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20150507,2892.89,54,156156,1,370101,37010102,800,2572.057962,20284,2213.899563,2856.980466,8987,11297,55000,51800,50000,10000,9399.032258,7000,51,2261,1591654,3249363,-3247102,11.5,21.4,8.4,15.4,0,51.2,6.1,20.7,3.5,12.9,0, ,4.6,21,1,11.7,0,54.3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20150508,2887.11,54,155844,1,370101,37010102,800,2082.725408,28476,907.5972502,2822.063147,10997,17479,55000,51800,50000,10000,9399.032258,7000,51,2261,1591654,3249363,-3247102,15.3,25.2,13.4,19.3,0,26.2,17.3,24.8,15.4,19.4,0, ,7,22.2,2.2,13.9,0,45.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20150509,2782.78,180,499500,1,220001,22000106,800,2587.032078,19993,2379.174736,2809.28153,10331,9662,55000,51800,50000,10000,9334.516129,7000,51,2261,1591654,3249363,-3247102,18.7,26.2,16,21,0,26.5,18.4,26.4,14.9,21.5,0, ,14.7,24.2,8,16.4,0,42.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20150510,2392.39,270,644355,1,310901,31090101,901,2507.784212,17164,2286.914855,2821.611843,10074,7090,55000,51800,50000,10000,9255.16129,7000,51,2261,1591654,3249363,-3247102,18.8,24.9,15,19.7,0,39.8,15.5,25.5,12.6,18.9,0, ,7.6,27.6,3.6,15.5,0,53.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20150511,2167.83,36,77922,2,371501,37150102,800,2752.340112,6945,2325.600264,2960.091432,2274,4671,,,,,,,51,2261,1591654,3249363,-3247102,15.5,26.9,14.1,20.1,0,47.8,12.7,23.4,9.8,16.1,0, ,12.4,29,6.5,17.1,0,50.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20150512,,,,,,,,,,,,,,,,,,,,51,2261,1591654,3249363,-3247102,16.5,20.2,12.4,16.6,0,79,11.7,18.3,9.5,14.4,0, ,11.3,24.9,8.2,16.1,0,55.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20150513,3056.94,34,103896,1,220001,22000105,903,2181.782734,19645,1766.940714,2517.430768,8786,10859,55000,51800,50000,10000,9298.709677,7000,51,2261,1591654,3249363,-3247102,14.8,18.9,13.9,16.8,0,77.9,13.7,18.6,9.9,15,0, ,8.9,26.1,6.7,15.9,0,62.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20150514,2937.06,918,2702700,16,380201,38020102,800,2634.868015,20011,2324.964206,2933.908151,9827,10184,55000,51800,50000,10000,9298.709677,7000,51,2261,1591654,3249363,-3247102,18.6,25.3,17.6,20.3,0,73,14.9,21.4,13.4,17.1,0, ,15.1,27.6,11.1,18.9,0,65.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20150515,580.58,30,17417.4,1,240001,24000101,57,2616.185432,27931,2395.345293,2905.373896,15837,12094,55000,51800,50000,10000,9298.709677,7000,51,2261,1591654,3249363,-3247102,20.6,26.5,18.8,22.4,0,60.8,15.9,24,14.8,18.8,0, ,15.1,27.8,11.9,19.1,0,65.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20150516,2557.44,324,827172,8,310401,31040101,800,2658.381559,14815,2273.009037,2891.03176,5577,9238,55000,51400,50000,10000,9224.444444,7000,51,2261,1591654,3249363,-3247102,21.1,28.2,18.2,23.1,0,51.7,15.9,23.7,13.5,18.1,0, ,15,29.5,11.2,19.4,0,61.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20150517,2832.83,648,1837836,6,330101,33010101,801,2614.866026,18804,2051.821544,2951.429705,7035,11769,55000,51400,50000,10000,9234.285714,7000,51,2261,1591654,3249363,-3247102,21.8,27.4,17.6,22.6,0,56.3,15.3,23.4,12.8,18.8,0, ,15,28.2,10.6,19.2,0,60.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20150518,2532.53,522,1317681,6,220001,22000101,800,2280.446582,10468,1328.088936,2826.327565,3814,6654,,,,,,,51,2261,1591654,3249363,-3247102,20,20.2,16.7,18.2,7.5,88.3,18.7,20.1,16.4,17.6,5.1, ,20.1,20.1,14.5,16.8,11.4,81.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20150519,,,,,,,,,,,,,,,,,,,,51,2261,1591654,3249363,-3247102,17.4,23.3,16.7,19.5,8.4,85.3,17,23.2,14.9,19,3.1, ,16.1,22.6,13.4,18.3,6.1,82.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20150520,2677.32,75,200799,2,310101,31010101,138,2297.52075,20451,1370.295872,2550.594389,4385,16066,55000,51400,50000,10000,9234.285714,7000,51,2261,1591654,3249363,-3247102,20.5,23.7,14.6,20.4,0,60.3,19.4,22.7,15.5,19.4,3.5, ,17.4,19.8,8.6,16.8,7,68.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20150521,3176.82,17,54054,1,220001,22000105,702,2466.474701,17786,1548.163517,2823.687353,4981,12805,55000,51400,50000,10000,9234.285714,7000,51,2261,1591654,3249363,-3247102,15.2,26.2,12.7,19.8,0,33.9,15.6,25.2,12.6,19,0, ,9.2,24,4.2,14.9,0,56.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
20150522,5335.33,24,127872,2,350402,35040202,500,2544.589748,22259,2405.716228,2917.586683,16220,6039,55000,52800,50000,10000,9234.285714,7000,51,2261,1591654,3249363,-3247102,18.8,29.6,14.5,22.5,0,31,12.6,27.7,12,20.6,0, ,10.3,26.5,6,16.6,0,54.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
20150523,4534.53,448,2025972,12,110001,11000101,800,3024.206294,11182,2837.679982,3632.549348,8558,2624,55000,52800,50000,10000,9251.481481,7000,51,2261,1591654,3249363,-3247102,21.6,31.4,18.6,25,0,34.2,16.2,28.8,13.8,20.2,0, ,10.7,28.7,6.8,17.8,0,58.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
20150524,3166.83,144,455544,4,370101,37010102,800,2706.669802,17079,1855.329908,3143.65474,5793,11286,55000,52800,50000,10000,9296.206897,7000,51,2261,1591654,3249363,-3247102,22.4,35.1,20.1,26.9,0,38,15.8,31.3,13.6,22.4,0, ,12,32.3,8.5,20.5,0,63.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
20150525,2592.59,54,139860,2,320201,32020101,800,2199.780425,26996,672.8513283,3127.21143,10201,16795,,,,,,,51,2261,1591654,3249363,-3247102,26.4,32.9,24,28.5,0,32.2,18.6,33.5,17.2,28,0, ,16.9,31.1,13.1,21.8,0,62.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
20150526,,,,,,,,,,,,,,,,,,,,51,2261,1591654,3249363,-3247102,25.5,33.4,22.1,27.2,0,31.8,23.8,29,17.2,23.4,0, ,16.5,32.3,12.6,22.1,0,52.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
20150527,3073.07,1944,5968026,7,230001,23000102,800,3064.93764,14226,2746.84641,3330.964887,6479,7747,57000,54400,50000,10000,9331.935484,7000,51,2261,1591654,3249363,-3247102,23.5,24,20.4,22.4,2.9,70.4,23,23.6,17.2,19.3,13.9, ,16.1,20.3,14.3,17.2,16.5,88.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
20150528,2502.5,7290,18206775,4,210009,21000901,800,2516.241842,33249,2010.08945,3024.744031,16663,16586,63000,57200,52000,10000,9331.935484,7000,51,2261,1591654,3249363,-3247102,20.4,23.9,16.2,19.7,5.5,53.2,18.6,21.9,14,18.8,17.5, ,16.7,22.5,10.6,16.7,23,66.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
20150529,3143.14,1208,3783213,21,230003,23000303,800,2939.013267,28961,2104.580633,3415.243585,10523,18438,63000,59200,57000,10000,9331.935484,7000,51,2261,1591654,3249363,-3247102,19,29.9,14.8,22.8,0,37.7,14,28,11.8,19.8,0, ,10.6,26.7,6.5,17.2,0,59.7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
20150530,3503.5,90,314685,2,370101,37010101,800,2691.640352,10916,874.4230961,3251.50441,2571,8345,63000,59200,57000,10000,9259.285714,7000,51,2261,1591654,3249363,-3247102,21.6,31.2,18.7,24.7,0,28.9,20.5,29,17.5,23.8,0, ,12.3,26.9,7.1,18,0,56.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
20150531,3496.5,18,63063,1,370101,37010102,800,3022.200082,28712,1967.452377,3362.767347,7008,21704,63000,59200,57000,12900,9306.785714,7000,51,2261,1591654,3249363,-3247102,22.6,26.6,17,21.8,0,46,22.5,25.4,16.5,20.7,0, ,19.2,24.5,11.4,18.3,0,58.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
20150601,4115.88,306,1261260,8,250001,25000101,800,3398.407605,9578,2514.184779,4041.797734,4034,5544,,,,,,,17,753,1164255,2414454,-2413701,20.2,28.2,17,22.4,0,46,20.6,24.5,12.6,19.8,0, ,11.8,25.1,7.7,16.9,0,70.3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20150602,,,,,,,,,,,,,,,,,,,,17,753,1164255,2414454,-2413701,20.7,29.1,17.9,23.6,0,47,15.3,24.2,13.4,19.3,0, ,12.6,28.8,9.8,18.5,0,66.4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20150603,2217.78,9720,21621600,2,110001,11000104,800,2744.473277,21315,2197.306055,3513.21143,12452,8863,65000,62000,60000,12900,9682.666667,7000,17,753,1164255,2414454,-2413701,21.6,29.8,18.8,24.8,0,48.1,15.9,28,13.5,20.7,0, ,12.7,30.8,10.3,20.1,0,65.9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20150604,5994,5,29970,1,220001,22000101,800,3502.324445,16174,2512.978711,3992.013547,5355,10819,70000,65400,60000,12900,9940.666667,7000,17,753,1164255,2414454,-2413701,24.3,32.4,22.1,26.6,0,51.5,18,29.2,15.9,22,0, ,15.8,33,12.5,22.2,0,64.9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20150605,4294.29,51,218781,1,371501,37150101,903,3207.849491,16793,2617.070855,3931.799934,9247,7546,,,,,,,17,753,1164255,2414454,-2413701,24.6,24.6,17.3,21.5,0,75,19,23.8,16.7,19.6,0, ,16.5,32.7,12.6,21.8,0,66.6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20150606,3196.8,20,63936,1,330201,33020102,800,3704.166244,3791,2317.738684,4500.440876,1383,2408,,,,,,,17,753,1164255,2414454,-2413701,17.5,29.7,17.2,22.2,5.1,71.9,17.2,21.2,16.7,18.5,12.2, ,17.5,30.2,15.8,22.4,8.5,70.3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20150607,3446.55,3567,12306681,32,110001,11000101,800,3609.785594,18661,2756.091313,4534.875255,9705,8956,81000,73200,70000,12900,10017.33333,7000,17,753,1164255,2414454,-2413701,17.4,18.7,15.8,17.6,33,94.3,17.7,18.3,16.9,17.5,81.3, ,17.3,19.3,15.6,17.9,20.7,85.6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20150608,4995,810,4045950,26,330101,33010102,800,4388.621802,8456,3727.001473,4774.887127,3117,5339,,,,,,,17,753,1164255,2414454,-2413701,18,21.1,16.8,18.6,38.2,83.2,17.9,19.5,14.7,17.9,120, ,16.3,25.2,13.4,18.9,24.5,80.6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20150609,,,,,,,,,,,,,,,,,,,,17,753,1164255,2414454,-2413701,17.2,18.7,16.8,17.6,0,81.8,15.8,18.5,15,17.1,0, ,13.5,21.9,12.1,16.3,0,80.3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
